candidate,kind,replicate,mean_selection_loss,train_steps,train_seconds,actor_parameters
sac-26,sac,2,108.40434424695559,32768,68.35851413599994,11736
sac-27,sac,0,106.11802178181502,32768,61.34714130399993,11736
sac-27,sac,1,103.22563978018461,32768,61.49899536200019,11736
sac-27,sac,2,105.51187623606205,32768,61.71314186900008,11736
sac-28,sac,0,105.93886352589146,32768,67.89073201799988,11736
sac-28,sac,1,106.70131409557588,32768,68.02860022100003,11736
sac-28,sac,2,106.50587164615798,32768,67.61723025600008,11736
sac-29,sac,0,102.17481904394096,32768,65.5341732490001,11736
sac-29,sac,1,105.76731678464505,32768,65.656793719,11736
sac-29,sac,2,107.34856757732469,32768,65.45873210600007,11736
sac-30,sac,0,102.59227035339508,32768,66.871373597,11736
sac-30,sac,1,107.39277749746462,32768,66.48304094399987,11736
sac-30,sac,2,102.22288877480769,32768,67.18422920300009,11736
sac-31,sac,0,102.97478051245628,32768,61.62477276899995,11736
sac-31,sac,1,103.38208283656019,32768,61.72001410000007,11736
sac-31,sac,2,103.92306353627806,32768,61.36178033700003,11736
sac-32,sac,0,104.39462340075988,32768,65.41867599800003,11736
sac-32,sac,1,103.67346755803253,32768,66.51247624100006,11736
sac-32,sac,2,107.23386723310169,32768,68.28574286999992,11736
sac-33,sac,0,107.2848981233417,32768,48.15604270799997,11736
sac-33,sac,1,107.41447086528773,32768,48.127086474000066,11736
sac-33,sac,2,104.7278548200007,32768,48.79700469599993,11736
sac-34,sac,0,105.61643230501147,32768,61.77989436000007,11736
sac-34,sac,1,103.86782293482166,32768,61.660004412000035,11736
sac-34,sac,2,105.58915022056965,32768,61.82460951899998,11736
sac-35,sac,0,103.72148272959102,32768,66.92514785899994,11736
sac-35,sac,1,103.3351887398296,32768,66.92706028499992,11736
sac-35,sac,2,105.8344610599387,32768,65.9709203970001,11736
sac-36,sac,0,103.66160875227717,32768,65.62407192699993,11736
sac-36,sac,1,103.61953330297386,32768,65.78385251600002,11736
sac-36,sac,2,103.4028598823481,32768,66.02782658699994,11736
sac-37,sac,0,103.241440156811,32768,66.59832688399979,11736
sac-37,sac,1,103.77237745562644,32768,69.01078821099986,11736
sac-37,sac,2,8.147184335471444,32768,68.29304888699994,11736
sac-38,sac,0,104.09361495281337,32768,61.575778703000196,11736
sac-38,sac,1,104.03699371861876,32768,61.98246971799995,11736
sac-38,sac,2,105.05454523164211,32768,62.25285886200004,11736
sac-39,sac,0,104.14662276912067,32768,66.07860264200008,11736
sac-39,sac,1,98.67689010687172,32768,65.58126910100009,11736
sac-39,sac,2,103.76977611529746,32768,65.97078145,11736
sac-40,sac,0,105.32879099209742,32768,33.12224256899992,11736
sac-40,sac,1,106.46131094855565,32768,32.42901619899999,11736
sac-40,sac,2,105.153058668702,32768,32.485151800999915,11736
sac-41,sac,0,103.45875631490104,32768,48.14282625999999,11736
sac-41,sac,1,104.23066104169347,32768,47.70205802500004,11736
sac-41,sac,2,105.49590522630346,32768,47.87518404799994,11736
